CIK,CompanyName,Category,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Mean_TH,Haven_Aggressiveness
1143238,Triton Emission Solutions,Manufacturing,0.015,16.764,NA,NA,0,0,0,0,1
1065280,Netflix Inc,Services,25974.4,20735.635,845.402,381.056,418.281,133.146,15.216,0.6,3
868271,Severn Bancorp Inc,"Finance, Insurance, And Real Estate",974.233,875.78,NA,NA,22.745,NA,2.977,0,1
1169445,Computer Programs & Systems,Services,327.746,167.963,NA,NA,10.875,0,0.476,0,1
1130713,Overstock.com Inc,Retail Trade,461.219,250.513,-219.585,-0.369,134.687,0.044,-2.384,0.25,2
1103021,Biodelivery Sciences Intl,Manufacturing,108.533,78.791,NA,NA,3.072,NA,0.013,0,1
1372020,Great Lakes Dredge & Dock Cp,Construction,730.271,515.343,26.878,-10.425,369.863,0,5.437,0.286,2
1089748,Huntsman International Llc,Manufacturing,8335,5847,147,777,3064,155,93,0.298,2
1260221,Transdigm Group Inc,Manufacturing,12197.467,14005.938,826.539,159.018,388.333,27.239,24.021,0.233,2
1378453,Travelcenters Of America Llc,Retail Trade,1442.108,991.716,NA,NA,628.537,0,-1.574,0,1
1039399,Formfactor Inc,Manufacturing,728.222,148.058,20.877,13.05,54.054,4.687,-70.109,0.444,3
1056285,Kirkland's Inc,Retail Trade,277.148,146.348,NA,NA,110.823,0,2.031,0,1
1529113,Inpixon,Wholesale Trade,12.178,7.375,-18.336,-1.447,0.202,0,0,0,1
1164863,Enpro Industries Inc,Manufacturing,1719.1,856.4,-45.3,91.9,301.2,18.5,22,0.261,2
1156375,Cme Group Inc,"Finance, Insurance, And Real Estate",77475.7,51510.4,2716.8,61,448.7,20.8,814.1,0.214,2
1142417,Nexstar Media Group,"Transportation, Communications, Electric, Gas, And Sanitary Services",7062.03,5193.046,NA,NA,731.538,0,144.68,0,1
1120193,Nasdaq Inc,"Finance, Insurance, And Real Estate",15700,10251,636,428,376,146,606,0.148,1
1133311,Travelzoo,Services,43.424,29.365,8.677,-0.391,3.79,1.461,3.625,0.5,3
1171825,Cit Group Inc,"Finance, Insurance, And Real Estate",48537.4,42590.8,471.4,165.6,7130.6,NA,164.9,0.3,2
1176334,Martin Midstream Partners Lp,Wholesale Trade,1033.398,768.686,NA,NA,798.349,0,0.369,0,1
1133416,Galectin Therapeutics Inc,Manufacturing,9.006,2.108,NA,NA,0,0,0,0,1
1131227,Hornbeck Offshore Svcs Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",2764.637,1456.711,-124.879,-23.865,2434.829,1.338,-29.621,0,1
1179060,Enlink Midstream Partners Lp,"Transportation, Communications, Electric, Gas, And Sanitary Services",9571.3,5277.9,NA,NA,6846.7,NA,-2.1,0,1
1178970,Provident Financial Svcs Inc,"Finance, Insurance, And Real Estate",9725.769,8366.789,NA,NA,58.124,NA,25.53,1,5
1084991,Natural Gas Services Group,Services,305.401,45.22,NA,NA,192.473,0,0.325,0,1
1137789,Seagate Technology Plc,Manufacturing,9410,7745,NA,NA,1792,NA,236,0.414,3
1315399,Parke Bancorp Inc,"Finance, Insurance, And Real Estate",1467.398,1312.402,NA,NA,6.783,NA,8.377,1,5
1159036,Halozyme Therapeutics Inc,Manufacturing,440.248,191.361,-45.819,-33.974,7.465,0,0.537,0.5,3
1179929,Molina Healthcare Inc,"Finance, Insurance, And Real Estate",7154,5507,NA,NA,241,8,292,0,1
1210708,Hudson Global Inc,Services,53.179,12.692,-6.819,1.652,0.17,0.627,0.099,0.4,2
1214816,Axis Capital Holdings Ltd,"Finance, Insurance, And Real Estate",24132.566,19102.495,181.597,-168.062,0,5.059,-29.486,0.154,1
1137883,Brainstorm Cell Therapeutics,Manufacturing,11.228,6.212,-3.617,-10.331,0.651,0,0,0.5,3
1172178,Liberty Star Uranium & Metal,Mining,0.01,1.704,NA,NA,0.002,0,0,0,1
1122904,Netgear Inc,Manufacturing,1043.376,415.824,32.237,10.967,20.177,4.267,25.878,0,1
1108827,Qep Resources Inc,Mining,6117.8,3366.9,NA,NA,5059.5,0,-317.4,0,1
1035216,South Jersey Gas Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",3118.236,2110.214,NA,NA,2383.459,NA,26.413,0.333,2
1220754,Providence Service Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",572.246,183.856,NA,NA,22.965,0,4.684,0,1
79732,Potomac Electric Power Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",8299,5559,NA,NA,6460,NA,13,0.107,1
894081,Air Transport Services Group,"Transportation, Communications, Electric, Gas, And Sanitary Services",2470.585,2034.147,NA,NA,1555.005,0,19.595,0,1
1255474,Whiting Petroleum Corp,Mining,7759.573,3489.257,NA,NA,7326.362,0,1.373,0,1
1065696,Lkq Corp,Wholesale Trade,11393.402,6554.65,562.758,180.673,1220.162,77.508,191.395,0.089,1
278165,Quest Solution Inc,Mining,40.148,37.855,NA,NA,0.389,NA,-0.505,0,1
1177394,Synnex Corp,Wholesale Trade,11480.434,8048.366,194.402,262.975,571.326,70.162,156.779,0.347,2
1260968,Marlin Business Services Inc,"Finance, Insurance, And Real Estate",1167.046,968.535,NA,NA,4.317,0,7.721,0.5,3
1039828,American Eqty Invt Life Hldg,"Finance, Insurance, And Real Estate",61625.564,59226.463,NA,NA,NA,NA,107.726,0,1
1494904,Global Indemnity Ltd,"Finance, Insurance, And Real Estate",1960.266,1331.207,NA,NA,NA,0.325,-19.229,0.143,1
1168165,Exelon Generation Co Llc,"Transportation, Communications, Electric, Gas, And Sanitary Services",47556,32048,NA,NA,23981,NA,-108,0.107,1
1515156,Advanced Emissions Solutions,Manufacturing,159.664,91.717,NA,NA,45.228,0,10.423,0.333,2
1223389,Conn's Inc,Retail Trade,1884.907,1264.932,NA,NA,148.983,0,22.929,0,1
1261654,Universal Technical Inst,Services,282.278,155.633,NA,NA,114.848,0,-3.015,0,1
54476,Kansas City Power & Light Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",8120.5,5620.7,NA,NA,6688.1,NA,87.3,0,1
57183,Laclede Gas Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",3701.3,2441.4,NA,NA,2625.2,NA,-32.6,0,1
1158659,Pseg Power Llc,"Transportation, Communications, Electric, Gas, And Sanitary Services",12594,6634,NA,NA,8842,NA,66,0.5,3
1206264,Tempur Sealy Intl Inc,Manufacturing,2715.4,2497.9,59.2,105.8,420.8,57.1,49.6,0.25,2
1265131,Hilltop Holdings Inc,"Finance, Insurance, And Real Estate",13683.572,11709.679,NA,NA,237.373,0,35.05,0,1
1267238,Assurant Inc,"Finance, Insurance, And Real Estate",41089.3,35955.4,215.8,117.7,392.5,53.8,80.9,0.2,1
1627811,Mr Amazing Loans Corp,"Finance, Insurance, And Real Estate",3.643,0.002,NA,NA,0.008,0,0,0,1
1227654,Compass Minerals Intl Inc,Mining,2367.9,1827.7,-80.6,158.2,1052,13.1,8.8,0.222,2
1267395,Aspen Insurance Holdings Ltd,"Finance, Insurance, And Real Estate",12532.9,9876.9,-72.1,-83.9,73.1,-1.7,-10.2,0.444,3
1257640,Kronos Worldwide Inc,Manufacturing,1898.1,1058.3,32.8,261,486.4,51.1,88.8,0,1
1692819,Vistra Energy Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",26024,18157,NA,NA,14612,NA,-45,0,1
1224133,Marchex Inc,Services,113.062,18.036,-2.312,-0.522,2.921,0,-0.156,0,1
1108524,Salesforce.com Inc,Services,30737,15132,839,144,2051,117,-127,0.333,2
1273813,Assured Guaranty Ltd,"Finance, Insurance, And Real Estate",13603,7048,121,459,0,-15,59,0.25,2
1273685,New York Mortgage Trust Inc,"Finance, Insurance, And Real Estate",14737.638,13557.345,NA,NA,NA,0,-1.057,0,1
1276520,Genworth Financial Inc,"Finance, Insurance, And Real Estate",100923,86734,-63,511,0,134,151,0.154,1
1059262,Sp Plus Corp,Services,1072.3,703.7,74.9,1.1,40.3,1,19.6,0,1
1278021,Marketaxess Holdings Inc,"Finance, Insurance, And Real Estate",695.539,87.661,168.486,49.6,63.01,8.862,45.234,0.2,1
1253986,Arbor Realty Trust Inc,"Finance, Insurance, And Real Estate",4612.175,3546.609,NA,NA,NA,0,9.731,0.333,2
1286131,Stonemor Partners Lp,"Finance, Insurance, And Real Estate",1669.101,1675.679,NA,NA,112.716,0.101,-1.797,0.061,1
1286681,Domino's Pizza Inc,Retail Trade,907.385,3947.306,414.804,13.874,234.939,NA,66.706,0,1
1141391,Mastercard Inc,"Finance, Insurance, And Real Estate",24860,19371,3510,3694,921,871,1345,0.333,2
1652044,Alphabet Inc,Services,232792,55164,15800,19113,59719,1251,4177,0,1
1288403,W&T Offshore Inc,Mining,848.866,1173.662,NA,NA,515.421,NA,0.535,0,1
1377149,Careview Communications Inc,Services,8.995,86.814,NA,NA,2.487,0,0,0,1
1289419,Morningstar Inc,Services,1453.8,519.1,188.2,44.7,143.5,12.3,47.8,0.286,2
1289460,Texas Roadhouse Inc,Retail Trade,1469.276,508.568,NA,NA,956.676,0.21,24.257,0,1
1289490,Extra Space Storage Inc,"Finance, Insurance, And Real Estate",7847.978,5062.556,NA,NA,NA,0,9.244,0,1
1570585,Liberty Global Plc,"Transportation, Communications, Electric, Gas, And Sanitary Services",53153.6,49005.3,330.9,-169.1,13878.9,1128,1573.3,0.211,2
1290900,Commercial Vehicle Group Inc,Manufacturing,418.13,303.092,27.024,26.484,65.099,6.365,8.996,0.222,2
1124941,Beacon Roofing Supply Inc,Wholesale Trade,6508.662,4225.162,NA,NA,280.407,0.492,-30.544,0.333,2
1500213,Si Financial Group Inc,"Finance, Insurance, And Real Estate",1649.827,1477.699,NA,NA,19.552,NA,2.589,0,1
1080014,Innoviva Inc,Manufacturing,548.193,389.141,NA,NA,0.16,0,-196.073,0,1
1173514,Hyster-Yale Materials Hndlng,Manufacturing,1742.1,1182.6,-7.5,44.1,296.2,8.9,2.3,0.261,2
1262823,Westlake Chemical Corp,Manufacturing,11602,5526,1087,247,6595,52,300,0.222,2
1298946,Diamondrock Hospitality Co,"Finance, Insurance, And Real Estate",3197.58,1306.987,NA,NA,NA,0.46,3.101,0.333,2
1007019,Coffee Holding Co Inc,Wholesale Trade,38.834,12.844,NA,NA,2.35,0,0.512,0,1
1576263,Mirati Therapeutics Inc,Manufacturing,228.454,26.878,NA,NA,0.473,0,0,0,1
1289308,Enersys,Manufacturing,3118.193,1832.176,53.339,128.872,409.439,16.636,21.584,0.25,2
1239188,General Steel Holdings Inc,Wholesale Trade,17.878,9.731,NA,NA,0,0,0,1,5
1298675,Cubesmart,"Finance, Insurance, And Real Estate",3752.972,1980.704,NA,NA,NA,0,0,0,1
1297996,Digital Realty Trust Inc,"Finance, Insurance, And Real Estate",23766.695,12892.653,NA,NA,NA,NA,2.084,0.3,2
1283630,American Campus Communities,"Finance, Insurance, And Real Estate",7038.846,3307.599,NA,NA,NA,0,2.429,0,1
1279715,Wright Investors Service,"Finance, Insurance, And Real Estate",9.472,0.204,NA,NA,0,0,0.04,0,1
1299969,Comstock Holding Cos Inc,Construction,35.1,28.47,NA,NA,0.221,0,-0.92,0,1
1289790,Macquarie Infrastructure Cp,"Transportation, Communications, Electric, Gas, And Sanitary Services",7443.781,4327.454,NA,NA,3141.407,0,49.451,0.04,1
1301787,Bluelinx Holdings Inc,Wholesale Trade,959.889,974.552,NA,NA,205.113,0,-12.154,0,1
1302028,Manitex International Inc,Manufacturing,217.249,129.245,-5.313,-7.353,20.249,1.753,0.511,0,1
1300514,Las Vegas Sands Corp,Services,22547,15802,162,3164,16352,245,375,0.571,3
1301236,Sotherly Hotels Inc,"Finance, Insurance, And Real Estate",493.483,411.217,NA,NA,NA,0,0.469,0,1
1287750,Ares Capital Corp,"Finance, Insurance, And Real Estate",12895,5595,NA,NA,0,0,5,0,1
1289848,Huron Consulting Group Inc,Services,1049.532,508.908,17.025,8.196,40.374,1.885,11.277,0.375,2
1305168,Arc Document Solutions Inc,Services,339.716,192.414,10.861,1.2,70.668,0.37,3.334,0.143,1
1304421,Consolidated Comm Hldgs Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",3535.261,3119.607,NA,NA,1927.126,0,-24.127,0,1
1285785,Mosaic Co,Manufacturing,20119.2,9514.5,322.7,228.8,11746.5,147.2,77.1,0.2,1
1287865,Medical Properties Trust,"Finance, Insurance, And Real Estate",8843.643,4282.705,NA,NA,NA,3.294,0.927,0,1
1306830,Celanese Corp,Manufacturing,9313,5934,480,1030,3719,143,292,0.3,2
1308208,Universal Logistics Hldgs,"Transportation, Communications, Electric, Gas, And Sanitary Services",843.147,633.848,71.441,-2.052,303.234,0.427,17.211,0,1
1419242,Atlantic Power Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",1024.5,832.1,NA,NA,549.5,NA,0.2,0,1
1308547,Dolby Laboratories Inc,"Finance, Insurance, And Real Estate",2659.269,463.151,75.689,237.178,514.182,59.383,190.062,0,1
1309108,Wex Inc,Services,6770.595,4974.671,194.77,43.849,187.868,17.916,68.843,0.19,1
1575360,Ftd Cos Inc,Retail Trade,386.98,388.38,-250.735,7.192,41.334,2.271,-18.814,0,1
1307954,Huntsman Corp,Manufacturing,7953,5204,165,777,3064,155,97,0.298,2
1303313,Lhc Group Inc,Services,1928.715,489.645,NA,NA,79.563,0,22.399,0,1
1297989,Exlservice Holdings Inc,Services,1061.936,443.617,-24.442,84.812,73.51,17.271,3.397,0.25,2
1288359,Otelco Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",114.352,103.45,NA,NA,52.073,0,2.745,0,1
1311370,Lazard Ltd,"Finance, Insurance, And Real Estate",4997.241,4027.148,NA,NA,212.946,102.931,148.317,0,1
1061027,Sunesis Pharmaceuticals Inc,Manufacturing,15.324,11.331,-21.132,-5.483,0.011,0,0,0.5,3
1320854,Freightcar America Inc,Manufacturing,289.737,96.127,NA,NA,110.072,0,10.169,0,1
1318084,Core Mark Holding Co Inc,Wholesale Trade,1666.1,1099.1,89.7,7.9,229,0,14.4,0,1
1093557,Dexcom Inc,Manufacturing,1916,1252.7,-28.3,-98.2,183.1,0.1,0.6,0.167,1
1598014,Ihs Markit Ltd,Services,16062.3,8035.9,75.8,348.5,579.6,84.2,-115.4,0.244,2
1171155,Radiant Logistics Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",305.438,171.824,NA,NA,18.566,0.101,0.073,0.182,1
1332551,Exantas Capital Corp,"Finance, Insurance, And Real Estate",2130.913,1577.094,NA,NA,0.108,0,-0.343,0.2,1
1318008,Zumiez Inc,Retail Trade,534.19,133.734,68.276,-5.946,120.503,1.079,17.125,0.333,2
1318484,Citi Trends Inc,Retail Trade,297.989,110.564,NA,NA,56.224,0,4.954,0,1
1297341,Kentucky First Federal Bncrp,"Finance, Insurance, And Real Estate",318.394,251.191,NA,NA,5.652,NA,-0.037,0,1
1315257,Koppers Holdings Inc,Manufacturing,1479.9,1412.9,-51.3,106.1,417.9,18,26,0.154,1
1319161,Warner Music Group Corp,Manufacturing,5344,5664,347,95,229,58,130,0,1
1319229,Transmontaigne Partners Lp,"Transportation, Communications, Electric, Gas, And Sanitary Services",999.376,659.649,NA,NA,688.179,0,0,0,1
1571949,Intercontinental Exchange,"Finance, Insurance, And Real Estate",92791,75489,1371,1149,1241,226,500,0,1
1286613,Lincoln Educational Services,Services,146.038,106.172,NA,NA,49.292,0,0.2,0.25,2
1318568,Everi Holdings Inc,Manufacturing,1548.261,1657.156,1.227,1.419,116.288,0.456,-9.71,0.353,2
1322439,Eagle Bulk Shipping Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",846.209,366.603,NA,NA,685.678,0,0,0.5,3
1320461,Cooper-Standard Holdings Inc,Manufacturing,2623.103,1763.601,103.228,-28.322,984.241,20.717,-29.683,0.24,2
1315255,Gtt Communications Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",4537.6,4122.9,-243.6,-5.3,1870.4,1.4,-5.5,0,1
1031316,Franklin Street Properties,"Finance, Insurance, And Real Estate",1898.102,1060.468,NA,NA,0.197,NA,0.36,0,1
1324272,Ruths Hospitality Group Inc,Retail Trade,254.613,164.481,NA,NA,125.991,0.333,8.247,0,1
1212545,Western Alliance Bancorp,"Finance, Insurance, And Real Estate",23109.486,20495.752,NA,NA,119.474,NA,74.54,0,1
1620459,James River Group Hldgs Ltd,"Finance, Insurance, And Real Estate",3136.776,2427.535,33.338,37.5,23.311,12.867,7.008,0.143,1
1326200,Genco Shipping & Trading,"Transportation, Communications, Electric, Gas, And Sanitary Services",1627.47,574.163,NA,NA,1347.16,0,0,0.667,4
1323468,Global Partners Lp,Wholesale Trade,2424.291,1925.097,NA,NA,1132.632,0.004,5.623,0,1
1324404,Cf Industries Holdings Inc,Manufacturing,12661,6930,516,31,8623,14,119,0.25,2
1175151,Cytosorbents Corp,Manufacturing,32.747,15.812,-14.106,-3.725,1.73,0,-0.62,0.333,2
1273441,Gran Tierra Energy Inc,Mining,1676.584,646.834,-14.61,166.097,1312.777,43.903,48.871,0.273,2
1262976,Cimpress Nv,Services,1652.217,1472.119,9.183,57.183,483.664,NA,19.578,0.312,2
1317945,Omega Flex Inc,Manufacturing,86.836,20.515,23.605,3.123,8.378,0.575,6.451,0,1
1222840,Retail Pptys Of America Inc,"Finance, Insurance, And Real Estate",3647.47,1900.461,NA,NA,NA,0,0,0,1
1106838,Chanticleer Holdings Inc,Retail Trade,29.793,20.861,-6.55,-1.35,10.468,0.002,-0.701,0.143,1
1437107,Discovery Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",32550,22033,1125,-103,800,119,341,0.22,2
1530804,Tronox Ltd,Manufacturing,4642,3780,-86,129,1800,23,13,0.5,3
1594012,Investors Bancorp Inc,"Finance, Insurance, And Real Estate",26229.008,23223.678,NA,NA,177.432,NA,67.842,0.5,3
1569994,Waterstone Financial Inc,"Finance, Insurance, And Real Estate",1915.381,1515.702,NA,NA,24.524,NA,9.526,0,1
1159167,Irobot Corp,Manufacturing,766.961,231.639,113.078,-4.456,57.026,10.732,20.63,0.333,2
1618756,Restaurant Brands Intl Inc,Retail Trade,20141,16523,1111,271,1996,97,238,0,1
712034,Acco Brands Corp,Manufacturing,2786.4,1996.7,37,120.9,263.7,25.8,51.2,0.158,1
1324948,Rbc Bearings Inc,Manufacturing,1147.367,178.801,115.747,10.343,207.895,4.693,20.897,0,1
1281774,Town Sports Intl Holdings,Services,261.454,334.151,NA,NA,157.677,0.019,-0.357,0.333,2
1332349,Brookdale Senior Living Inc,Services,6467.26,5448.847,NA,NA,5275.427,0,-49.456,0.074,1
1334978,Clear Channel Outdoor Hldgs,Services,4522.028,6623.68,-158.965,-11.365,1288.938,17.566,32.515,0.324,2
1334036,Crocs Inc,Manufacturing,468.901,318.593,10.088,55.069,22.211,12.359,14.72,0.29,2
1336917,Under Armour Inc,Manufacturing,4245.022,2228.151,-121.396,53.608,826.868,34.975,-20.552,0.5,3
1336920,Leidos Holdings Inc,Services,8770,5459,NA,NA,237,NA,28,0.091,1
1347652,Corenergy Infrastructure Tr,"Finance, Insurance, And Real Estate",624.883,169.871,NA,NA,109.882,0,-2.419,0,1
1331875,Fidelity Natl Finl Fnf Group,"Finance, Insurance, And Real Estate",9301,4329,NA,NA,164,NA,120,0,1
1521951,First Business Finl Srv Inc,"Finance, Insurance, And Real Estate",1966.457,1785.75,NA,NA,3.284,NA,1.351,0,1
1338065,Dcp Midstream Lp,Mining,14266,6969,NA,NA,9135,0,3,0,1
1346980,Chaparral Energy Inc,Mining,1340.669,455.982,NA,NA,1203.614,0,-0.077,0,1
1514226,Delta Tucker Holdings Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",718.299,824.599,96.036,7.243,22.058,16.526,17.668,0,1
1339947,Viacom Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",23783,16072,1351,646,919,134,269,0.244,2
1311538,Castle Brands Inc,Manufacturing,84.981,65.631,-0.286,-0.315,0.725,0,-9.446,0,1
1335258,Live Nation Entertainment,Services,8496.886,6824.788,43.5,87.605,946.593,40.239,40.765,0.22,2
1340122,Calumet Specialty Prods  -Lp,Manufacturing,2087.5,2021.8,NA,NA,1098.1,NA,0.7,0,1
1339605,H&E Equipment Services Inc,Wholesale Trade,1727.181,1470.378,NA,NA,1256.619,0,28.04,0,1
1058090,Chipotle Mexican Grill Inc,Retail Trade,2265.518,NA,NA,NA,1379.254,0.637,91.883,0.125,1
1136893,Fidelity National Info Svcs,Services,23770,13548,744,360,587,105,208,0.304,2
1009891,Air Industries Group Inc,Manufacturing,47.756,36.15,NA,NA,8.777,0,0.003,0,1
1235468,Liquidity Services Inc,Retail Trade,201.832,72.178,NA,NA,16.61,0.795,-9.328,0,1
1321646,Kraton Corp,Manufacturing,2894.704,2147.105,10.605,63.49,941.476,7.903,3.574,0.6,3
1345126,Compass Diversified Holdings,Manufacturing,2372.335,1452.993,-4.118,7.618,226.817,4.835,6.548,0.273,2
1314052,Anavex Life Sciences Corp,Manufacturing,24.376,3.884,NA,NA,0,NA,0.072,0,1
1350593,Mueller Water Products Inc,Manufacturing,1291.9,727.1,97.3,-1.6,150.9,0.6,-9.9,0.333,2
1350653,Alphatec Holdings Inc,Manufacturing,129.477,88.3,-30.169,0,13.235,0.004,-1.361,0.2,1
1272830,Vonage Holdings Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",1259.488,723.72,31.205,5.32,49.262,3.023,0.797,0.462,3
1694426,Delek Us Holdings Inc,Manufacturing,5760.6,3952.5,NA,NA,2194.9,NA,101.9,0,1
1648428,Sequential Brands Group Inc,"Finance, Insurance, And Real Estate",1078.668,734.024,NA,NA,8.971,0.084,-0.694,0,1
1390162,Howard Bancorp Inc,"Finance, Insurance, And Real Estate",2266.514,1971.831,NA,NA,45.137,NA,-0.897,0,1
1212458,Proofpoint Inc,Services,1233.018,720.484,-126.128,9.147,70.627,1.768,-13.232,0.083,1
1537054,Gogo Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",1265.096,1533.857,-128.361,-36.963,511.867,0.061,-3.293,0.417,3
1349929,Cancer Genetics Inc,Services,35.406,28.604,NA,NA,4.056,0,0,0.2,1
1523854,West End Indiana Bancshares,"Finance, Insurance, And Real Estate",300.151,269.99,NA,NA,8.898,NA,0.32,0,1
1530950,Post Holdings Inc,Manufacturing,13057.5,9997,288.7,-24.3,1709.7,20,-204,0.167,1
1353283,Splunk Inc,Services,4500.243,2979.786,-289.896,26.705,158.276,8.496,12.386,0.3,2
1533924,Midstates Petroleum Co Inc,Mining,605.495,63.818,NA,NA,553.469,0,0,0,1
1540729,Foresight Energy Lp,Mining,2388.173,1791.458,NA,NA,2148.569,0,0,0,1
1451512,Terra Tech Corp,Manufacturing,120.088,25.214,NA,NA,34.139,0,0,0,1
1540947,Eqt Midstream Partners Lp,"Transportation, Communications, Electric, Gas, And Sanitary Services",9456.121,4642.822,NA,NA,5806.628,NA,0,0,1
1539838,Diamondback Energy Inc,Mining,21595.687,7429.425,NA,NA,20371.975,0,168.362,0,1
1081745,Intellinetics Inc,Services,1.406,5.937,NA,NA,0.009,0,0,0,1
1534675,Tecnoglass Inc,Manufacturing,489.774,356.546,NA,NA,149.199,0.639,5.976,0.5,3
1509892,Garrison Capital Inc,"Finance, Insurance, And Real Estate",503.966,335.054,NA,NA,0,0,0,0.5,3
1534701,Phillips 66,Manufacturing,54302,27149,5716,1729,22018,326,1572,0.312,2
1401667,Puma Biotechnology Inc,Manufacturing,259.122,224.816,NA,NA,3.963,0,0,0,1
1550695,Performant Financial Corp,Services,137.759,60.533,NA,NA,22.255,0,1.542,0,1
1396633,Summer Energy Holdings Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",44.397,36.155,NA,NA,0.082,NA,0.096,0,1
1237831,Globus Medical Inc,Manufacturing,1300.67,115.154,180.701,7.904,171.873,2.724,32.131,0.571,3
1373715,Servicenow Inc,Services,3879.14,2767.941,-153.29,114.266,347.216,22.204,-12.32,0.296,2
1370755,Blackrock Tcp Capital,"Finance, Insurance, And Real Estate",1659.536,829.061,NA,NA,0,0,0,0,1
1546417,Bloomin' Brands Inc,Retail Trade,2464.774,2409.957,109.965,-9.66,1115.929,2.405,-9.233,0.25,2
1401257,Forum Energy Tech Inc,Manufacturing,1829.652,799.526,-285.141,-104.613,177.358,4.81,-15.674,0.5,3
1327567,Palo Alto Networks Inc,Services,5823,4834.7,-192.1,61.9,273.1,23.3,17.7,0.192,1
1543418,Trilogy Metals Inc,Mining,54.659,22.457,NA,NA,30.912,0,0,0,1
1547638,Southcross Energy Prtnrs Lp,"Transportation, Communications, Electric, Gas, And Sanitary Services",610.452,614.26,NA,NA,427.021,NA,0.001,0,1
1512927,China United Insurance Svc,"Finance, Insurance, And Real Estate",68.882,29.939,NA,NA,1.196,2.547,3.61,1,5
1398987,Realogy Holdings Corp,"Finance, Insurance, And Real Estate",7290,4975,204,1,304,2,65,0.086,1
1354327,Pgt Innovations Inc,Manufacturing,862.153,476.609,NA,NA,115.707,0,11.272,0,1
1169561,Commvault Systems Inc,Services,822.453,431.15,-1.762,12.189,122.716,8.371,6.866,0.375,2
1355096,Qurate Retail Inc,Retail Trade,17841,12097,683,200,1322,84,60,0.296,2
1282648,Halcon Resources Corp,Mining,2083.609,886.565,NA,NA,1924.339,0,95.791,0,1
1357204,Dunkin' Brands Group Inc,Retail Trade,3456.581,4169.378,266.08,23.121,209.202,3.93,59.295,0.214,2
1320414,Select Medical Holdings Corp,Services,5964.265,4267.537,NA,NA,979.81,0,58.61,0.051,1
1357971,Energy Services Of America,Construction,54.681,31.4,NA,NA,16.816,0,0.91,0,1
1357615,Kbr Inc,Construction,5072,3334,44,354,121,58,88,0.4,2
1490630,Rhino Resource Partners Lp,Mining,248.618,112.183,NA,NA,173.859,0,0,0,1
1487052,Legacy Tex Financial Grp Inc,"Finance, Insurance, And Real Estate",9051.142,7956.775,NA,NA,73.073,NA,20.633,0,1
1323648,Community Bankers Trust Corp,"Finance, Insurance, And Real Estate",1393.15,1255.689,NA,NA,31.488,NA,3.085,0,1
1282266,Windstream Holdings Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",10257.9,12177.2,NA,NA,4920.9,0,449.1,0.031,1
1350381,Innerworkings Inc,Services,622.676,NA,-45.032,-31.6,82.933,4.581,-0.461,0.347,2
1364099,Innophos Holdings Inc,Manufacturing,815.154,479.639,17.94,25.292,240.235,10.223,7.161,0.364,2
1362004,Icf International Inc,Services,1213.862,553.445,74.479,8.348,48.105,2.418,21.427,0.194,1
1360886,Osiris Therapeutics Inc,Manufacturing,101.502,22.974,NA,NA,2.882,0,-26.005,1,5
1361658,Wyndham Destinations Inc,"Finance, Insurance, And Real Estate",7158,7727,258,138,712,38,130,0.25,2
1360901,Evercore Inc,"Finance, Insurance, And Real Estate",2125.667,1117.728,449.171,36.589,81.069,7.36,108.52,0.455,3
1361983,Orbcomm Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",586.459,328.601,-33.786,12.505,160.07,6.137,4.658,0.333,2
1361937,Harvest Oil & Gas Corp,Mining,534.494,260.876,NA,NA,405.688,NA,0.244,0,1
1362468,Allegiant Travel Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",2498.668,1808.347,195.843,3.475,1847.268,1.086,37.516,0,1
1178879,Amicus Therapeutics Inc,Manufacturing,789.951,447.039,-309.183,-39.906,11.375,-0.1,-0.094,0,1
1287808,Hill International Inc,Services,264.769,170.324,-20.026,-6.247,10.787,5.938,4.239,0.208,2
1362988,Aircastle Ltd,Services,7871.181,5862.5,8.104,253.543,6935.585,3.828,5.642,0.417,3
